Starting aircraft logger...
Connecting to 127.0.0.1:30003...
Connected. Listening for aircraft data...
Logged aircraft: ['2025-05-05 04:02:57', '7C6A53', 'AM320', '15000', '301', '-38.07712', '145.84160']
Logged aircraft: ['2025-05-05 04:03:02', '7C6A53', 'AM320', '15000', '301', '-38.08024', '145.85216']
Logged aircraft: ['2025-05-05 04:03:08', '7C6A53', 'AM320', '15000', '302', '-38.08173', '145.85730']
Logged aircraft: ['2025-05-05 04:03:17', '7C6A53', 'AM320', '15000', '302', '-38.08484', '145.86793']
Logged aircraft: ['2025-05-05 04:03:28', '7C6A53', 'AM320', '15000', '302', '-38.08909', '145.88232']
Logged aircraft: ['2025-05-05 04:03:38', '7C6A53', 'AM320', '15000', '302', '-38.09449', '145.90053']
Logged aircraft: ['2025-05-05 04:03:43', '7C6A53', 'AM320', '15000', '302', '-38.09886', '145.91551']
Logged aircraft: ['2025-05-05 04:03:48', '7C6A53', 'AM320', '15000', '302', '-38.10118', '145.92327']
Logged aircraft: ['2025-05-05 04:03:58', '7C6A53', 'AM320', '15000', '303', '-38.10365', '145.93157']
Logged aircraft: ['2025-05-05 04:04:02', '7C6A53', 'AM320', '15000', '304', '-38.10883', '145.94913']
Logged aircraft: ['2025-05-05 04:04:07', '7C6A53', 'AM320', '15000', '304', '-38.11084', '145.95594']
Logged aircraft: ['2025-05-05 04:04:13', '7C6A53', 'AM320', '15000', '304', '-38.11353', '145.96519']
Logged aircraft: ['2025-05-05 04:04:18', '7C6A53', 'AM320', '15000', '304', '-38.11601', '145.97371']
Logged aircraft: ['2025-05-05 04:04:28', '7C6A53', 'AM320', '15000', '302', '-38.11876', '145.98300']
Logged aircraft: ['2025-05-05 04:04:33', '7C6A53', 'AM320', '15000', '302', '-38.12462', '146.00328']
Logged aircraft: ['2025-05-05 04:04:48', '7C6A53', 'AM320', '15000', '302', '-38.12596', '146.00776']
Logged aircraft: ['2025-05-05 04:04:58', '7C6A53', 'AM320', '14725', '309', '-38.13420', '146.03601']
Logged aircraft: ['2025-05-05 04:05:13', '7C6A53', 'AM320', '14400', '316', '-38.13978', '146.05499']
Logged aircraft: ['2025-05-05 04:05:38', '7C6A53', 'AM320', '14050', '325', '-38.14609', '146.07638']
Logged aircraft: ['2025-05-05 04:06:01', '7C6A53', 'AM320', '13275', '324', '-38.15114', '146.12879']
Flushed stale aircraft: ['2025-05-05 04:08:40', '7C6A53', '', '12650', '323', '-38.14888', '146.16760']
Logged aircraft: ['2025-05-05 04:11:34', '7CFA03', 'ALDN53', '24000', '260', '-37.92801', '146.18700']
Logged aircraft: ['2025-05-05 04:12:12', '7C7AD6', 'YJS', '7825', '126', '-38.08141', '146.09601']
Logged aircraft: ['2025-05-05 04:12:14', '7CFA03', 'ALDN53', '24000', '258', '-37.92471', '146.16844']
Logged aircraft: ['2025-05-05 04:12:22', '7C7AD6', 'YJS', '7850', '139', '-38.08067', '146.08895']
Logged aircraft: ['2025-05-05 04:12:24', '7CFA03', 'ALDN53', '24025', '252', '-37.90702', '146.11333']
Logged aircraft: ['2025-05-05 04:12:37', '7C7AD6', 'YJS', '7825', '140', '-38.07967', '146.08316']
Logged aircraft: ['2025-05-05 04:12:42', '7C7AD6', 'YJS', '7900', '139', '-38.07642', '146.07176']
Logged aircraft: ['2025-05-05 04:12:44', '7CFA03', 'ALDN53', '24000', '255', '-37.89793', '146.10437']
Logged aircraft: ['2025-05-05 04:12:49', '7C7AD6', 'YJS', '7900', '141', '-38.07512', '146.06837']
Logged aircraft: ['2025-05-05 04:12:50', '7CFA03', 'ALDN53', '23975', '255', '-37.87852', '146.08748']
Logged aircraft: ['2025-05-05 04:13:04', '7CFA03', 'ALDN53', '24000', '254', '-37.87341', '146.08270']
Logged aircraft: ['2025-05-05 04:13:06', '7CFA03', 'ALDN53', '24000', '252', '-37.85870', '146.06890']
Flushed stale aircraft: ['2025-05-05 04:13:11', 'C880A8', '', '17300', '', '', '']
Logged aircraft: ['2025-05-05 04:13:14', '7CFA03', 'ALDN53', '24000', '252', '-37.85758', '146.06789']
Logged aircraft: ['2025-05-05 04:13:19', '7CFA03', 'ALDN53', '24000', '252', '-37.84855', '146.05947']
Logged aircraft: ['2025-05-05 04:13:23', '7C7AD6', 'YJS', '7925', '143', '-38.07326', '146.06393']
Logged aircraft: ['2025-05-05 04:13:25', '7CFA03', 'ALDN53', '24000', '252', '-37.84424', '146.05552']
Logged aircraft: ['2025-05-05 04:13:28', '7C7AD6', 'YJS', '7775', '151', '-38.06172', '146.03816']
Logged aircraft: ['2025-05-05 04:13:33', '7C7AD6', 'YJS', '7800', '149', '-38.06017', '146.03442']
Logged aircraft: ['2025-05-05 04:13:43', '7C6DEC', 'QFA445', '15575', '334', '-37.45143', '145.63652']
Logged aircraft: ['2025-05-05 04:13:48', '7C6DEC', 'QFA445', '15550', '335', '-37.45225', '145.63512']
Logged aircraft: ['2025-05-05 04:13:52', '7C6DEC', 'QFA445', '15475', '336', '-37.45695', '145.62688']
Logged aircraft: ['2025-05-05 04:13:53', '7C7AD6', 'YJS', '7775', '147', '-38.05751', '146.02834']
Logged aircraft: ['2025-05-05 04:14:03', '7C6DEC', 'QFA445', '15375', '336', '-37.46091', '145.62014']
Logged aircraft: ['2025-05-05 04:14:04', '7CFA03', 'ALDN53', '24025', '251', '-37.84081', '146.05236']
Logged aircraft: ['2025-05-05 04:14:06', '7C77F4', 'QFA155', '14250', '438', '-37.65587', '145.60939']
Logged aircraft: ['2025-05-05 04:14:08', '7C6DEC', 'QFA445', '15125', '332', '-37.47011', '145.60432']
Logged aircraft: ['2025-05-05 04:14:13', '7C6DEC', 'QFA445', '14950', '332', '-37.47473', '145.59643']
Logged aircraft: ['2025-05-05 04:14:14', '7C6DEC', 'QFA445', '14800', '330', '-37.47977', '145.58772']
Logged aircraft: ['2025-05-05 04:14:18', '7C6DEC', 'QFA445', '14775', '330', '-37.48013', '145.58714']
Logged aircraft: ['2025-05-05 04:14:22', '7C7AD6', 'YJS', '7825', '141', '-38.05203', '146.01505']
Logged aircraft: ['2025-05-05 04:14:23', '7C6DEC', 'QFA445', '14650', '329', '-37.48409', '145.58031']
Logged aircraft: ['2025-05-05 04:14:28', '7C77F4', 'QFA155', '14450', '440', '-37.65787', '145.62348']
Logged aircraft: ['2025-05-05 04:14:32', '7C7AD6', 'YJS', '7875', '137', '-38.04361', '145.99290']
Logged aircraft: ['2025-05-05 04:14:33', '7C77F4', 'QFA155', '15225', '443', '-37.66553', '145.67731']
Logged aircraft: ['2025-05-05 04:14:37', '7C77F4', 'QFA155', '15450', '443', '-37.66732', '145.69006']
Logged aircraft: ['2025-05-05 04:14:42', '7C7AD6', 'YJS', '7900', '136', '-38.04135', '145.98703']
Logged aircraft: ['2025-05-05 04:14:42', '7C77F4', 'QFA155', '15625', '444', '-37.66905', '145.70253']
Logged aircraft: ['2025-05-05 04:14:47', '7C77F4', 'QFA155', '15800', '445', '-37.67077', '145.71448']
Logged aircraft: ['2025-05-05 04:14:47', '7C7AD6', 'YJS', '7900', '136', '-38.03862', '145.97970']
Logged aircraft: ['2025-05-05 04:14:52', '7C77F4', 'QFA155', '15950', '447', '-37.67254', '145.72707']
Logged aircraft: ['2025-05-05 04:14:57', '7C77F4', 'QFA155', '16150', '448', '-37.67441', '145.74042']
Logged aircraft: ['2025-05-05 04:15:02', '7C7AD6', 'YJS', '7925', '136', '-38.03705', '145.97552']
Logged aircraft: ['2025-05-05 04:15:06', '7C77F4', 'QFA155', '16375', '449', '-37.67626', '145.75382']
Logged aircraft: ['2025-05-05 04:15:07', '7C7AD6', 'YJS', '7950', '138', '-38.03325', '145.96576']
Logged aircraft: ['2025-05-05 04:15:07', '7C77F4', 'QFA155', '16700', '450', '-37.67940', '145.77601']
Logged aircraft: ['2025-05-05 04:15:12', '7C7AD6', 'YJS', '7925', '139', '-38.03187', '145.96215']
Logged aircraft: ['2025-05-05 04:15:17', '7C7AD6', 'YJS', '7925', '140', '-38.03039', '145.95832']
Logged aircraft: ['2025-05-05 04:15:17', '7C77F4', 'QFA155', '16775', '451', '-37.67995', '145.77987']
Logged aircraft: ['2025-05-05 04:15:22', '7C7AD6', 'YJS', '7925', '140', '-38.02890', '145.95465']
Logged aircraft: ['2025-05-05 04:15:32', '7C7AD6', 'YJS', '7925', '140', '-38.02744', '145.95115']
Logged aircraft: ['2025-05-05 04:15:37', '7C77F4', 'QFA155', '17175', '454', '-37.68809', '145.83807']
Logged aircraft: ['2025-05-05 04:15:37', '7C7AD6', 'YJS', '7950', '139', '-38.02424', '145.94316']
Logged aircraft: ['2025-05-05 04:15:42', '7C7AD6', 'YJS', '7950', '139', '-38.02289', '145.93964']
Logged aircraft: ['2025-05-05 04:15:52', '7C7AD6', 'YJS', '7950', '140', '-38.02158', '145.93625']
Logged aircraft: ['2025-05-05 04:15:54', '7C7AD6', 'YJS', '7925', '141', '-38.01869', '145.92888']
Logged aircraft: ['2025-05-05 04:15:57', '7C7AD6', 'YJS', '7925', '141', '-38.01833', '145.92801']
Logged aircraft: ['2025-05-05 04:15:59', '7CFA03', 'ALDN53', '24025', '254', '-37.80247', '146.01720']
Logged aircraft: ['2025-05-05 04:16:07', '7C7AD6', 'YJS', '7925', '141', '-38.01730', '145.92549']
Logged aircraft: ['2025-05-05 04:16:08', '7CFA03', 'ALDN53', '24000', '248', '-37.69395', '145.91842']
Logged aircraft: ['2025-05-05 04:16:12', '7C7AD6', 'YJS', '7900', '142', '-38.01430', '145.91790']
Logged aircraft: ['2025-05-05 04:16:17', '7C7AD6', 'YJS', '7900', '142', '-38.01283', '145.91398']
Logged aircraft: ['2025-05-05 04:16:18', '7CFA03', 'ALDN53', '24000', '249', '-37.68553', '145.91080']
Logged aircraft: ['2025-05-05 04:16:18', '780A29', 'CPA3128', '13700', '307', '-37.45826', '145.62360']
Logged aircraft: ['2025-05-05 04:16:22', '7C7AD6', 'YJS', '7900', '142', '-38.01153', '145.91050']
Logged aircraft: ['2025-05-05 04:16:27', '7C7AB1', 'VOZ849', '18525', '424', '-37.21143', '145.42860']
Logged aircraft: ['2025-05-05 04:16:27', '7C7AD6', 'YJS', '7900', '142', '-38.01004', '145.90644']
Logged aircraft: ['2025-05-05 04:16:28', '7CFA03', 'ALDN53', '24000', '250', '-37.67711', '145.90311']
Logged aircraft: ['2025-05-05 04:16:32', '7C7AB1', 'VOZ849', '18925', '424', '-37.20273', '145.44280']
Logged aircraft: ['2025-05-05 04:16:32', '7C7AD6', 'YJS', '7900', '142', '-38.00865', '145.90268']
Logged aircraft: ['2025-05-05 04:16:33', '780A29', 'CPA3128', '13225', '306', '-37.45989', '145.62073']
Logged aircraft: ['2025-05-05 04:16:35', '780A29', 'CPA3128', '12850', '309', '-37.47134', '145.60128']
Logged aircraft: ['2025-05-05 04:16:37', '7C7AB1', 'VOZ849', '19175', '424', '-37.19677', '145.45260']
Logged aircraft: ['2025-05-05 04:16:38', '7C7AD6', 'YJS', '7925', '141', '-38.00725', '145.89874']
Logged aircraft: ['2025-05-05 04:16:42', '7C7AD6', 'YJS', '7925', '141', '-38.00576', '145.89450']
Logged aircraft: ['2025-05-05 04:16:45', '780A29', 'CPA3128', '12800', '309', '-37.47217', '145.59982']
Logged aircraft: ['2025-05-05 04:16:47', '7C7AD6', 'YJS', '7925', '140', '-38.00460', '145.89121']
Flushed stale aircraft: ['2025-05-05 04:16:51', '7C6DEC', '', '14475', '329', '-37.48875', '145.57225']
Logged aircraft: ['2025-05-05 04:16:52', '7C7AD6', 'YJS', '7925', '140', '-38.00325', '145.88727']
Logged aircraft: ['2025-05-05 04:16:53', '7C7AD6', 'YJS', '7925', '140', '-38.00199', '145.88369']
Logged aircraft: ['2025-05-05 04:16:53', '7CFA03', 'ALDN53', '24000', '250', '-37.66589', '145.89283']
Logged aircraft: ['2025-05-05 04:16:58', '7C7AD6', 'YJS', '7925', '140', '-38.00180', '145.88324']
Logged aircraft: ['2025-05-05 04:17:03', '7C7AD6', 'YJS', '7925', '139', '-38.00047', '145.87933']
Logged aircraft: ['2025-05-05 04:17:08', '7C7AD6', 'YJS', '7900', '140', '-37.99938', '145.87623']
Logged aircraft: ['2025-05-05 04:17:12', '7C7AD6', 'YJS', '7900', '140', '-37.99809', '145.87243']
Logged aircraft: ['2025-05-05 04:17:18', '7C7AD6', 'YJS', '7900', '141', '-37.99677', '145.86864']
Logged aircraft: ['2025-05-05 04:17:23', '7C7AD6', 'YJS', '7900', '141', '-37.99535', '145.86460']
Logged aircraft: ['2025-05-05 04:17:28', '7C7AD6', 'YJS', '7900', '140', '-37.99397', '145.86069']
Logged aircraft: ['2025-05-05 04:17:33', '7C7AD6', 'YJS', '7900', '139', '-37.99272', '145.85724']
Logged aircraft: ['2025-05-05 04:17:38', '7C7AD6', 'YJS', '7925', '139', '-37.99128', '145.85306']
Flushed stale aircraft: ['2025-05-05 04:17:39', '7C77F4', '', '', '456', '', '']
Logged aircraft: ['2025-05-05 04:17:47', '7C7AD6', 'YJS', '7925', '139', '-37.99016', '145.84978']
Logged aircraft: ['2025-05-05 04:17:52', '7C7AD6', 'YJS', '7950', '139', '-37.98756', '145.84216']
Logged aircraft: ['2025-05-05 04:18:03', '7C7AD6', 'YJS', '7950', '139', '-37.98630', '145.83843']
Logged aircraft: ['2025-05-05 04:18:13', '7C7AD6', 'YJS', '7975', '139', '-37.98369', '145.83103']
Logged aircraft: ['2025-05-05 04:18:18', '7C7AD6', 'YJS', '8000', '138', '-37.98113', '145.82362']
Logged aircraft: ['2025-05-05 04:18:22', '7C7AD6', 'YJS', '8000', '139', '-37.97992', '145.82004']
Logged aircraft: ['2025-05-05 04:18:33', '7C7AD6', 'YJS', '8000', '141', '-37.97857', '145.81610']
Logged aircraft: ['2025-05-05 04:18:38', '7C7AD6', 'YJS', '7975', '145', '-37.97597', '145.80846']
Logged aircraft: ['2025-05-05 04:18:43', '7C7AD6', 'YJS', '7950', '145', '-37.97456', '145.80464']
Logged aircraft: ['2025-05-05 04:18:53', '7C7AD6', 'YJS', '7925', '146', '-37.97292', '145.79997']
Logged aircraft: ['2025-05-05 04:18:53', '7C7AD6', 'YJS', '7850', '148', '-37.97054', '145.79337']
Logged aircraft: ['2025-05-05 04:18:58', '7C7AD6', 'YJS', '7850', '148', '-37.97044', '145.79307']
Flushed stale aircraft: ['2025-05-05 04:18:59', '7C7AB1', '', '19425', '424', '-37.19032', '145.46313']
Logged aircraft: ['2025-05-05 04:19:07', '7C7AD6', 'YJS', '7825', '147', '-37.96907', '145.78933']
Logged aircraft: ['2025-05-05 04:19:12', '7C7AD6', 'YJS', '7775', '146', '-37.96628', '145.78150']
Logged aircraft: ['2025-05-05 04:19:17', '7C7AD6', 'YJS', '7775', '145', '-37.96503', '145.77795']
Logged aircraft: ['2025-05-05 04:19:25', '7C39FC', 'QLK35D', '17450', '302', '-37.34921', '145.58802']
Logged aircraft: ['2025-05-05 04:19:30', '7C39FC', 'QLK35D', '17225', '302', '-37.35608', '145.57697']
Flushed stale aircraft: ['2025-05-05 04:19:32', '780A29', '', '12550', '310', '-37.48098', '145.58521']
Logged aircraft: ['2025-05-05 04:19:32', '7C7AD6', 'YJS', '7775', '142', '-37.96368', '145.77395']
Logged aircraft: ['2025-05-05 04:19:37', '7C7AD6', 'YJS', '7775', '140', '-37.95992', '145.76251']
Logged aircraft: ['2025-05-05 04:19:40', '7C39FC', 'QLK35D', '17100', '302', '-37.35957', '145.57136']
Logged aircraft: ['2025-05-05 04:19:40', '7C39FC', 'QLK35D', '16825', '304', '-37.36809', '145.55756']
Logged aircraft: ['2025-05-05 04:19:42', '7C7AD6', 'YJS', '7800', '140', '-37.95865', '145.75872']
Logged aircraft: ['2025-05-05 04:19:45', '7C39FC', 'QLK35D', '16825', '305', '-37.36860', '145.55673']
Logged aircraft: ['2025-05-05 04:19:47', '7C7AD6', 'YJS', '7800', '140', '-37.95744', '145.75491']
Logged aircraft: ['2025-05-05 04:19:50', '7C39FC', 'QLK35D', '16700', '307', '-37.37270', '145.55010']
Logged aircraft: ['2025-05-05 04:19:55', '7C39FC', 'QLK35D', '16575', '310', '-37.37682', '145.54337']
Logged aircraft: ['2025-05-05 04:20:05', '7C39FC', 'QLK35D', '16425', '311', '-37.38140', '145.53577']
Logged aircraft: ['2025-05-05 04:20:10', '7C39FC', 'QLK35D', '16150', '314', '-37.39005', '145.52105']
Logged aircraft: ['2025-05-05 04:21:59', '7CFA03', 'ALDN53', '24025', '252', '-37.64312', '145.87211']
Logged aircraft: ['2025-05-05 04:22:09', '7CFA03', 'ALDN53', '24000', '250', '-37.35482', '145.61238']
Logged aircraft: ['2025-05-05 04:22:14', '7CFA03', 'ALDN53', '24000', '250', '-37.34504', '145.60354']
Logged aircraft: ['2025-05-05 04:22:19', '7CFA03', 'ALDN53', '24025', '250', '-37.33997', '145.59900']
Logged aircraft: ['2025-05-05 04:22:24', '7CFA03', 'ALDN53', '24000', '251', '-37.33580', '145.59526']
Logged aircraft: ['2025-05-05 04:22:29', '7CFA03', 'ALDN53', '24000', '252', '-37.33108', '145.59100']
Flushed stale aircraft: ['2025-05-05 04:22:31', '7C7AD6', '', '7825', '140', '-37.95609', '145.75084']
Logged aircraft: ['2025-05-05 04:22:39', '7CFA03', 'ALDN53', '24000', '252', '-37.32614', '145.58658']
Logged aircraft: ['2025-05-05 04:22:44', '7CFA03', 'ALDN53', '24000', '254', '-37.31680', '145.57826']
Logged aircraft: ['2025-05-05 04:22:49', '7CFA03', 'ALDN53', '24000', '254', '-37.31223', '145.57411']
Logged aircraft: ['2025-05-05 04:22:54', '7CFA03', 'ALDN53', '23975', '254', '-37.30743', '145.56980']
Logged aircraft: ['2025-05-05 04:22:59', '7CFA03', 'ALDN53', '24000', '254', '-37.30261', '145.56552']
Logged aircraft: ['2025-05-05 04:23:04', '7CFA03', 'ALDN53', '24000', '256', '-37.29684', '145.56032']
Flushed stale aircraft: ['2025-05-05 04:23:07', '7C39FC', '', '16000', '315', '-37.39462', '145.51321']
Logged aircraft: ['2025-05-05 04:23:09', '7CFA03', 'ALDN53', '24025', '256', '-37.29281', '145.55673']
Logged aircraft: ['2025-05-05 04:23:15', '7CFA03', 'ALDN53', '24000', '256', '-37.28778', '145.55219']
Flushed stale aircraft: ['2025-05-05 04:23:17', '7CB05C', '', '18025', '322', '-38.45508', '145.59864']
Logged aircraft: ['2025-05-05 04:23:20', '7CFA03', 'ALDN53', '24000', '257', '-37.28276', '145.54771']
Logged aircraft: ['2025-05-05 04:23:25', '7CFA03', 'ALDN53', '23975', '257', '-37.27773', '145.54317']
Logged aircraft: ['2025-05-05 04:23:29', '7CFA03', 'ALDN53', '24000', '257', '-37.27307', '145.53905']
Logged aircraft: ['2025-05-05 04:23:34', '7CFA03', 'ALDN53', '24000', '257', '-37.26805', '145.53452']
Logged aircraft: ['2025-05-05 04:23:40', '7CFA03', 'ALDN53', '24000', '257', '-37.26302', '145.53004']
Logged aircraft: ['2025-05-05 04:23:50', '7CFA03', 'ALDN53', '24000', '257', '-37.25858', '145.52607']
Logged aircraft: ['2025-05-05 04:24:10', '7CFA03', 'ALDN53', '24000', '257', '-37.24887', '145.51742']
Starting aircraft logger...
Connecting to 127.0.0.1:30003...
Connected. Listening for aircraft data...
Logged aircraft: ['2025-05-05 05:01:31', '7C7AA0', 'VOZ268', '15475', '317', '-37.46608', '145.61157']
Logged aircraft: ['2025-05-05 05:01:34', '7C7AA0', 'VOZ268', '15325', '316', '-37.46794', '145.60843']
Logged aircraft: ['2025-05-05 05:01:39', '7C7AA0', 'VOZ268', '15250', '316', '-37.47047', '145.60414']
Logged aircraft: ['2025-05-05 05:01:44', '7C7AA0', 'VOZ268', '15075', '316', '-37.47488', '145.59661']
Logged aircraft: ['2025-05-05 05:01:49', '7C7AA0', 'VOZ268', '14925', '316', '-37.47902', '145.58951']
Logged aircraft: ['2025-05-05 05:01:55', '7C7AA0', 'VOZ268', '14775', '315', '-37.48334', '145.58194']
Logged aircraft: ['2025-05-05 05:01:59', '7C7AA0', 'VOZ268', '14600', '315', '-37.48768', '145.57476']
Logged aircraft: ['2025-05-05 05:02:04', '7C7AA0', 'VOZ268', '14450', '314', '-37.49224', '145.56700']
Logged aircraft: ['2025-05-05 05:02:20', '7C7AA0', 'VOZ268', '14125', '313', '-37.50137', '145.55149']
Flushed stale aircraft: ['2025-05-05 05:05:28', '7C7AA0', '', '13825', '310', '-37.51057', '145.53571']
Flushed stale aircraft: ['2025-05-05 05:06:28', '551BA5', '', '', '', '', '']
Logged aircraft: ['2025-05-05 05:11:18', '7C6DB5', 'QFA452', '21575', '427', '-37.16423', '145.39692']
Logged aircraft: ['2025-05-05 05:11:18', '7C6DB5', 'QFA452', '22650', '432', '-37.16354', '145.39814']
Logged aircraft: ['2025-05-05 05:11:33', '7C6DB5', 'QFA452', '22675', '433', '-37.16307', '145.39898']
Logged aircraft: ['2025-05-05 05:11:38', '7C6DB5', 'QFA452', '23250', '436', '-37.14633', '145.42819']
Logged aircraft: ['2025-05-05 05:11:58', '7C6DB5', 'QFA452', '23450', '439', '-37.14007', '145.43904']
Logged aircraft: ['2025-05-05 05:12:00', '7C6DB5', 'QFA452', '24200', '441', '-37.11633', '145.48036']
Logged aircraft: ['2025-05-05 05:13:12', '7C6DD4', 'QFA449', '16700', '381', '-37.44713', '145.64447']
Logged aircraft: ['2025-05-05 05:13:22', '7C6DD4', 'QFA449', '16475', '382', '-37.45086', '145.63751']
Logged aircraft: ['2025-05-05 05:13:23', '7C6DD4', 'QFA449', '15950', '383', '-37.46146', '145.61934']
Logged aircraft: ['2025-05-05 05:13:27', '7C6DD4', 'QFA449', '15925', '384', '-37.46184', '145.61858']
Logged aircraft: ['2025-05-05 05:13:32', '7C6DD4', 'QFA449', '15650', '384', '-37.46720', '145.60945']
Logged aircraft: ['2025-05-05 05:13:37', '7C6DD4', 'QFA449', '15425', '382', '-37.47157', '145.60187']
Logged aircraft: ['2025-05-05 05:13:43', '7C6DD4', 'QFA449', '15175', '382', '-37.47683', '145.59267']
Logged aircraft: ['2025-05-05 05:13:45', '7C6A53', 'AM320', '14000', '220', '-37.91172', '146.09553']
Logged aircraft: ['2025-05-05 05:13:47', '7C6DD4', 'QFA449', '14925', '381', '-37.48219', '145.58334']
Logged aircraft: ['2025-05-05 05:13:52', '7C6DD4', 'QFA449', '14700', '379', '-37.48735', '145.57440']
Logged aircraft: ['2025-05-05 05:13:55', '7C6A53', 'AM320', '14000', '221', '-37.90786', '146.07440']
Logged aircraft: ['2025-05-05 05:13:59', '7C6A53', 'AM320', '14000', '222', '-37.90725', '146.07111']
Logged aircraft: ['2025-05-05 05:14:01', '7C6C9C', 'JST608', '21875', '460', '-37.27210', '145.44071']
Flushed stale aircraft: ['2025-05-05 05:14:01', '7C6DB5', '', '24250', '442', '-37.11406', '145.48429']
Logged aircraft: ['2025-05-05 05:14:05', '7C6A53', 'AM320', '14000', '222', '-37.90604', '146.06440']
Logged aircraft: ['2025-05-05 05:14:14', '7C6C9C', 'JST608', '22125', '461', '-37.26670', '145.44967']
Logged aircraft: ['2025-05-05 05:14:19', '7C6C9C', 'JST608', '22525', '464', '-37.25185', '145.47421']
Logged aircraft: ['2025-05-05 05:14:24', '7C6C9C', 'JST608', '22625', '465', '-37.24571', '145.48423']
Logged aircraft: ['2025-05-05 05:14:24', '7C6A53', 'AM320', '14000', '222', '-37.90485', '146.05786']
Logged aircraft: ['2025-05-05 05:14:34', '7C6C9C', 'JST608', '22675', '467', '-37.24013', '145.49346']
Logged aircraft: ['2025-05-05 05:15:15', '7C6A53', 'AM320', '14000', '221', '-37.90032', '146.03326']
Logged aircraft: ['2025-05-05 05:15:20', '7C6A53', 'AM320', '14000', '216', '-37.88846', '145.96938']
Logged aircraft: ['2025-05-05 05:15:34', '7C6A53', 'AM320', '14000', '216', '-37.88754', '145.96447']
Logged aircraft: ['2025-05-05 05:15:44', '7C6A53', 'AM320', '14000', '216', '-37.88416', '145.94644']
Logged aircraft: ['2025-05-05 05:15:54', '7C6A53', 'AM320', '14000', '217', '-37.88198', '145.93486']
Logged aircraft: ['2025-05-05 05:15:56', '7C7BCE', 'VOZ853', '21875', '412', '-37.17151', '145.38401']
Logged aircraft: ['2025-05-05 05:15:59', '7C6A53', 'AM320', '14000', '218', '-37.87953', '145.92187']
Logged aircraft: ['2025-05-05 05:16:02', '7C7BCE', 'VOZ853', '22825', '418', '-37.14966', '145.42220']
Logged aircraft: ['2025-05-05 05:16:04', '7C6A53', 'AM320', '14000', '218', '-37.87848', '145.91620']
Logged aircraft: ['2025-05-05 05:16:09', '7C6A53', 'AM320', '14000', '218', '-37.87723', '145.90966']
Flushed stale aircraft: ['2025-05-05 05:16:10', '7C6DD4', '', '14450', '379', '-37.49231', '145.56587']
Logged aircraft: ['2025-05-05 05:16:14', '7C6A53', 'AM320', '14000', '218', '-37.87605', '145.90335']
Logged aircraft: ['2025-05-05 05:16:17', '7C7BCE', 'VOZ853', '23025', '420', '-37.14426', '145.43170']
Logged aircraft: ['2025-05-05 05:16:20', '7C6A53', 'AM320', '14000', '218', '-37.87476', '145.89653']
Logged aircraft: ['2025-05-05 05:16:22', '7C7BCE', 'VOZ853', '23600', '424', '-37.12676', '145.46221']
Logged aircraft: ['2025-05-05 05:16:25', '7C6A53', 'AM320', '14000', '218', '-37.87374', '145.89109']
Logged aircraft: ['2025-05-05 05:16:27', '7C7BCE', 'VOZ853', '23800', '426', '-37.12019', '145.47359']
Logged aircraft: ['2025-05-05 05:16:30', '7C6A53', 'AM320', '14000', '218', '-37.87257', '145.88476']
Logged aircraft: ['2025-05-05 05:16:35', '7C6A53', 'AM320', '14000', '218', '-37.87134', '145.87833']
Logged aircraft: ['2025-05-05 05:16:40', '7C6A53', 'AM320', '14000', '218', '-37.87011', '145.87175']
Logged aircraft: ['2025-05-05 05:16:45', '7C6A53', 'AM320', '14000', '218', '-37.86905', '145.86618']
Flushed stale aircraft: ['2025-05-05 05:16:45', '7C6C9C', '', '22825', '472', '-37.22694', '145.51514']
Logged aircraft: ['2025-05-05 05:16:49', '7C6A53', 'AM320', '14000', '218', '-37.86777', '145.85923']
Logged aircraft: ['2025-05-05 05:16:55', '7C6A53', 'AM320', '14000', '218', '-37.86667', '145.85356']
Logged aircraft: ['2025-05-05 05:17:00', '7C6A53', 'AM320', '14000', '218', '-37.86545', '145.84697']
Logged aircraft: ['2025-05-05 05:17:02', '7C6A53', 'AM320', '14000', '218', '-37.86433', '145.84093']
Logged aircraft: ['2025-05-05 05:17:05', '7C6A53', 'AM320', '14000', '218', '-37.86383', '145.83819']
Logged aircraft: ['2025-05-05 05:17:10', '7C6A53', 'AM320', '14000', '218', '-37.86324', '145.83497']
Logged aircraft: ['2025-05-05 05:17:15', '7C6A53', 'AM320', '14000', '217', '-37.86201', '145.82846']
Logged aircraft: ['2025-05-05 05:17:20', '7C6A53', 'AM320', '14000', '217', '-37.86089', '145.82249']
Logged aircraft: ['2025-05-05 05:17:24', '7C6A53', 'AM320', '14000', '217', '-37.85976', '145.81651']
Logged aircraft: ['2025-05-05 05:17:30', '7C6A53', 'AM320', '14000', '216', '-37.85856', '145.80995']
Logged aircraft: ['2025-05-05 05:17:35', '7C6A53', 'AM320', '14000', '216', '-37.85735', '145.80356']
Logged aircraft: ['2025-05-05 05:17:39', '7C6A53', 'AM320', '14000', '216', '-37.85637', '145.79819']
Logged aircraft: ['2025-05-05 05:17:45', '7C6A53', 'AM320', '14000', '215', '-37.85530', '145.79234']
Logged aircraft: ['2025-05-05 05:17:49', '7C6A53', 'AM320', '14000', '215', '-37.85414', '145.78625']
Logged aircraft: ['2025-05-05 05:17:54', '7C6A53', 'AM320', '14000', '214', '-37.85302', '145.78016']
